HS Code,Description,Category
853339,wirewound variable resistors including rheosta,85
853390,parts of electrical resistors rheostats and po,85
853510,electrical fuses for a voltage exceeding 1000,85
853529,automatic circuit breakers for a voltage excee,85
853540,lightning arresters voltage limiters and surge,85
853610,electrical fuses for a voltage not exceeding 1,85
853630,electrical app for protecting electric circuits,85
853649,electrical relays for a voltage exceed 60 v but,85
853661,electrical lampholders for a voltage not exce,85
853690,electrical app for switching or protec elec cir,85
853720,boards panels including numerical control pan,85
853890,parts for use with the apparatus of heading no,85
853921,filament lamps tungsten halogen,85
853929,filament lamps excluding ultraviolet or infra,85
853939,discharge lamps other than ultraviolet lamps,85
853990,parts of electric filament or discharge lampsu,85
854012,cathoderay tv picture tubes incl video monitor,85
854030,cathoderay tubes nes,85
854042,klystron tubes,85
854081,receiver or amplifier valves and tubes,85
854091,parts of cathoderay tubes,85
854110,diodes other than photosensitive or light emit,85
854129,transistors other than photosensitive transist,85
854140,photosensitive semiconductor devicesphotovolta,85
854160,mounted piezoelectric crystals,85
854211,monolithic integrated circuits digital,85
854220,hybrid integrated circuits,85
854290,parts of electronic integrated circuits and mic,85
854320,signal generators,85
854380,electrical machines and apparatus having indiv,85
854411,insulated including enamelled or anodised win,85
854420,coaxial cable and other coaxial electric cond,85
854441,electric conductorsfor a voltage not exceeding,85
854451,electric conductorsfor a voltage 80v but10,85
854460,electric conductors for a voltage exceeding 1,85
854511,carbon or graphite electrodes of a kind used f,85
854520,carbon or graphite brushes,85
854610,electrical insulators of glass,85
854690,electrical insulators nes,85
854720,insulating fittings of plastics for elec machin,85
854800,electrical parts of machinery or apparatus nes,85
860120,rail locomotives powered by electric batteries,86
860290,rail locomotives nes and locomotive tenders,86
860390,selfpropelled railway cars nes,86
860500,railway passenger and special purpose coaches,86
860620,railway cars insulated or refrigerated other,86
860691,railway cars closed and covered,86
860699,railway cars nes,86
860712,bogies and bisselbogies nes,86
860721,air brakes and parts for railway rolling stock,86
860730,coupling devices and parts for railway rolling,86
860799,railway rolling stock parts nes,86
860900,cargo containers designed to be carried by one,86
870120,road tractors for semitrailers truck tractors,87
870190,wheeled tractors nes,87
870290,buses with a seating capacity of more than nine,87
870321,automobiles with reciprocating piston engine di,87
870323,automobiles with reciprocating piston engine di,87
870331,automobiles with diesel engine displacing not m,87
870333,automobiles with diesel engine displacing more,87
870410,dump trucks designed for offhighway use,87
870422,diesel powered trucks with a gvw exc five tonne,87
870431,gas powered trucks with a gvw not exceeding fiv,87
870490,trucks nes,87
870520,mobile drilling derricks,87
870540,mobile concrete mixers,87
870600,chassis fitted with engines for the vehicles of,87
870790,bodies for tractors buses trucks and special,87
870821,safety seat belts for motor vehicles,87
870831,mounted brake linings for motor vehicles,87
870840,tansmissions for motor vehicles,87
870860,nondriving axles and parts for motor vehicles,87
870880,shock absorbers for motor vehicles,87
870892,mufflers and exhaust pipes for motor vehicles,87
870894,steering wheels steering columns and steering,87
870911,work trucks electrically powered for use in f,87
870990,work truck parts,87
871110,motorcycles with reciprocating piston engine di,87
871130,motorcycles with reciprocating piston engine di,87
871150,motorcycles with reciprocating piston engine di,87
871200,bicycles and other cycles including delivery t,87
871390,wheelchairs mechanically propelled,87
871419,motorcycle parts nes,87
871491,bicycle frames and forks and parts thereof,87
871493,bicycle hubs and freewheel sprocket wheels,87
871495,bicycle saddles,87
871499,bicycle parts nes,87
871610,trailers for housing or camping,87
871631,tanker trailers and semitrailers,87
871640,trailers and semitrailers nes,87
871690,trailer and other vehicle parts nes,87
880190,balloons dirigibles and nonpowered aircraft n,88
880212,helicopters of an unladen weight exceeding 200,88
880230,aircraft nes of an unladen weight  2000 kg bu,88
880250,spacecraft including satellites and spacecraf,88
880320,aircraft undercarriages and parts thereof,88
880390,parts of balloons dirigibles and spacecraft n,88
880510,aircraft launching and deckarrestor gear and p,88
890120,tankers,89
890190,cargo vessels nes and other vessels for the tra,89
890310,inflatable pleasure craft,89
890392,motorboats other than outboard motorboats,89
890400,tugs and pusher craft,89
890520,floating or submersible drilling or production,89
890600,warships lifeboats hospital ships and vessels,89
890790,buoys beacons cofferdams pontoons and other,89
900120,sheets and plates of polarising material,90
900140,spectacle lenses of glass,90
900190,prisms mirrors  other optical elements of any,90
900219,objective lenses nes,90
900290,lenses prisms mirrors and other optical eleme,90
900319,frames and mountings for spectaclesgoggles or,90
900410,sunglasses,90
900510,binoculars,90
900590,parts and accessories including mountings of,90
900620,cameras of a kind used for recording doc on mic,90
900640,instant print cameras,90
900652,cameras for roll film of a width less than 35 m,90
900659,photographic other than cinematographic camera,90
900662,flashbulbs flashcubes and the like,90
900691,parts and accessories for photographic cameras,90
900711,cinematographic cameras for film of  16 mm wid,90
900721,cinematographic projectors for film of less tha,90
900791,parts and accessories for cinematographic camer,90
900810,slide projectors,90
900830,image projectors nes,90
900890,parts and access of image projectorsenlargers,90
900912,electrostatic photocopying apparatus indirect,90
900922,contact type photocopying apparatusnes,90
900990,parts and accessories for photocopying apparat,90
901020,apparatus and equipment for photographic incl,90
901090,parts and accessories for apparatus and equipme,90
901120,microscopes for photomicrography cinephotomic,90
901190,parts and accessories for optical microscopes,90
901290,parts and accessories for microscopes other tha,90
901320,lasers other than laser diodes,90
901390,parts and accessories of optical appliances and,90
901420,instrumentsappl for aeronautical or space navi,90
901490,parts  access for direction finding compasses,90
901520,theodolites and tacheometers,90
901540,photogrammetrical surveying instruments and app,90
901590,parts and accessories for use with the apparatu,90
901710,drafting tables and machines whether or not au,90
901730,micrometers callipers and gauges,90
901790,parts and accessories for use with the apparatu,90
901819,electrodiagnostic apparatus nes,90
901831,syringes with or without needles,90
901839,needles catheters cannulae and the like nes,90
901849,instruments and appliances used in dental scie,90
901890,instruments and appliances used in medical or v,90
901920,oxygen therapy artificial respiration or oth t,90
902111,artificial joints,90
902121,artificial teeth,90
902130,artificial parts of the body nes,90
902150,pacemakers for stimulating heart muscles exclu,90
902211,apparatus based on the use of xrays for medica,90
902221,apparatus based on the use of alpha beta or gam,90
902230,xray tubes,90
902300,instruments apparatus and models designed for,90
902480,machines and appliances for testing the mechani,90
902511,thermometerspyrometersnot combined with other,90
902520,barometers not combined with other instruments,90
902590,parts and accessories for use with the apparatu,90
902620,instruments and apparatus for measuring or chec,90
902690,parts of inst and app for measurechecking vari,90
902720,chromatographs and electrophoresis instruments,90
902740,exposure meters,90
902780,instruments and apparatus for physical or chemi,90
902810,gas supply production and calibrating meters,90
902830,electricity supply production and calibrating,90
902910,revolution countersproduction counters taximet,90
902990,parts and access of revolution counters produc,90
903020,cathoderay oscilloscopes and cathoderay oscil,90
903039,instappfor measuring or checking voltagecurr,90
903081,instapp for measuring or checking elec qtywit,90
903090,parts  access for inst  app for meas or check,90
903120,test benches for measuring or checking instrume,90
903140,optical instruments and appliances nes,90
903190,parts and accessories for measuring or checking,90
903220,manostats,90
903289,automatic regulating or controlling instruments,90
903300,parts  access nes for machines appliances in,90
910112,wristwatches with optoelectronic disp batt po,91
910121,wristwatcheswith automatic winding and with c,91
910191,pocketwatchesoth watches battery poweredwith,91
910211,wristwatchesbattery or accumulator powered wi,91
910219,wristwatches battery or accumulator powered,91
910229,wristwatches nes,91
910299,pocketwatches and other watches nes,91
910390,clocks with watch movements nes excluding cloc,91
910511,alarm clocks battery accumulator or mains pow,91
910521,wall clocks battery accumulator or mains powe,91
910591,clocks nes battery accumulator or mains powe,91
